"threshold","tpr","fpr"
0.53586321484698,0.636363636363636,0.292993630573248
0.534047809936274,0.642857142857143,0.292993630573248
0.533752877361065,0.642857142857143,0.299363057324841
0.530331719603254,0.642857142857143,0.305732484076433
0.528971856111777,0.642857142857143,0.312101910828025
0.520746003572029,0.649350649350649,0.312101910828025
0.51920806059655,0.655844155844156,0.312101910828025
0.511371683218155,0.662337662337662,0.312101910828025
0.504968559241032,0.662337662337662,0.318471337579618
0.504404192745577,0.668831168831169,0.318471337579618
0.503423677520773,0.668831168831169,0.32484076433121
0.502320033570521,0.668831168831169,0.331210191082803
0.501998024575012,0.668831168831169,0.337579617834395
0.500036089085402,0.675324675324675,0.337579617834395
0.496876624847517,0.681818181818182,0.337579617834395
0.490592194957756,0.688311688311688,0.337579617834395
0.490113053051641,0.694805194805195,0.337579617834395
0.488526869118286,0.701298701298701,0.337579617834395
0.487208926133577,0.707792207792208,0.337579617834395
0.486496192261998,0.707792207792208,0.343949044585987
0.484805609377521,0.714285714285714,0.343949044585987
0.484467930654247,0.720779220779221,0.343949044585987
0.482482033107494,0.727272727272727,0.343949044585987
0.479867327691764,0.727272727272727,0.35031847133758
0.477652094754283,0.733766233766234,0.35031847133758
0.477268866591549,0.733766233766234,0.356687898089172
0.475198771680418,0.733766233766234,0.363057324840764
0.473535190019253,0.74025974025974,0.363057324840764
0.471747487914605,0.74025974025974,0.369426751592357
0.471484192441959,0.746753246753247,0.369426751592357
0.469733532554033,0.746753246753247,0.375796178343949
0.466531595693957,0.746753246753247,0.382165605095541
0.463497868521106,0.746753246753247,0.388535031847134
0.462673287493827,0.746753246753247,0.394904458598726
0.46257213483271,0.753246753246753,0.394904458598726
0.46134150892365,0.75974025974026,0.394904458598726
0.456714162580568,0.766233766233766,0.394904458598726
0.454525084590542,0.766233766233766,0.401273885350318
0.454058676556113,0.766233766233766,0.407643312101911
0.452566980607217,0.766233766233766,0.414012738853503
0.449258730860126,0.766233766233766,0.420382165605096
0.448772899866298,0.766233766233766,0.426751592356688
0.444860303760988,0.772727272727273,0.426751592356688
0.444176326112566,0.772727272727273,0.43312101910828
0.443694500395218,0.772727272727273,0.439490445859873
0.443564959022276,0.772727272727273,0.445859872611465
0.443336922349531,0.779220779220779,0.445859872611465
0.443104785181135,0.785714285714286,0.445859872611465
0.435886107507092,0.792207792207792,0.445859872611465
0.433608522753367,0.792207792207792,0.452229299363057
0.431629468468345,0.792207792207792,0.45859872611465
0.43054997191807,0.792207792207792,0.464968152866242
0.429736339981855,0.798701298701299,0.464968152866242
0.429177609183977,0.798701298701299,0.471337579617834
0.42621316891728,0.798701298701299,0.477707006369427
0.425572778408158,0.798701298701299,0.484076433121019
0.422891553497293,0.798701298701299,0.490445859872611
0.418069142404694,0.805194805194805,0.490445859872611
0.414967695300021,0.805194805194805,0.496815286624204
0.413304449093848,0.805194805194805,0.503184713375796
0.406517022686974,0.805194805194805,0.509554140127389
0.402321139160601,0.805194805194805,0.515923566878981
0.395770669204206,0.805194805194805,0.522292993630573
0.39300479474498,0.811688311688312,0.522292993630573
0.390913662735821,0.811688311688312,0.528662420382166
0.38997737991159,0.811688311688312,0.535031847133758
0.389034793496569,0.811688311688312,0.54140127388535
0.38813180809383,0.818181818181818,0.54140127388535
0.384966772495056,0.818181818181818,0.547770700636943
0.384904825148932,0.818181818181818,0.554140127388535
0.384484231668897,0.818181818181818,0.560509554140127
0.380620914042128,0.824675324675325,0.560509554140127
0.38001275341135,0.831168831168831,0.560509554140127
0.374546719860208,0.837662337662338,0.560509554140127
